Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000030974,30974,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ABILAN BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 2,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,ABILAN,DMO (DOH Rep),12/02/2014,160201001,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9205404830,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,CROSROJAS,VIRGINIA,BUHIA,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.965766,125.464248,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000030975,30975,, ,,, ,,, ,,, ,, ,,, ,,, ,,,AGONG-ONG BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 2,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,AGONG-ONG,DMO (DOH Rep),12/02/2014,160201002,8601,DOH/KMITS,12/02/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,LAGARE,RUBILYN,TORO,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.963302,125.390312,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000027380,27380,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ALUBIJID BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 3A,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,ALUBIJID,DMO (DOH Rep),12/02/2014,160201003,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9205404830,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,CROSROJAS,VIRGINIA,BUHIA,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.939118,125.457631,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000027381,27381,, ,,, ,,, ,,, ,, ,,, ,,, ,,,GUINABSAN BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 1,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,GUINABSAN,DMO (DOH Rep),12/02/2014,160201004,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9161711850,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,DALAGAN,JOVITA,MUTIA,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.906402,125.401788,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000030976,30976,, ,,, ,,, ,,, ,, ,,, ,,, ,,,LOWER OLAVE BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 1,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,LOWER OLAVE,DMO (DOH Rep),12/02/2014,160201027,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9168794293,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,OMAC,JACQUELINE,RESURRECION,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.826516,125.446742,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000027382,27382,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MACALANG BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 1,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,MACALANG,DMO (DOH Rep),12/02/2014,160201007,8601,DOH/KMITS,12/02/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,LAGARE,RUBILYN,TORO,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.949716,125.380173,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000030978,30978,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MALPOC BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 2,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,MALPOC,DMO (DOH Rep),12/02/2014,160201009,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9203805449,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,DAGOOC,LOLITA,DONOSO,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.94821,125.399508,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000030979,30979,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MANAPA BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 1,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,MANAPA,DMO (DOH Rep),12/02/2014,160201010,8601,DOH/KMITS,12/02/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,PEREZ,MICAH,SANCHEZ,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.980404,125.448195,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000030980,30980,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MATABAO BARANGAY HEALTH STATION,DMO (DOH Rep),12/02/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),12/02/2014,Government,DMO (DOH Rep),12/02/2014,Local Government Unit,DMO (DOH Rep),12/02/2014, , ,,PUROK 1,DMO (DOH Rep),12/02/2014, , ,,REGION XIII (CARAGA),DMO (DOH Rep),12/02/2014,160000000,AGUSAN DEL NORTE,DMO (DOH Rep),12/02/2014,160200000,BUENAVISTA,DMO (DOH Rep),12/02/2014,160201000,MATABAO,DMO (DOH Rep),12/02/2014,160201011,8601,DOH/KMITS,12/02/2014, , ,, , ,,+63 9207493592,DMO (DOH Rep),12/02/2014,,,, , ,, , ,, , ,, , ,,AGUTO,RIZA,TORILLO,DMO (DOH Rep),12/02/2014,Rural Health Midwife,DMO (DOH Rep),12/02/2014,8.968821,125.419926,NAMRIA (GPS),08/04/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/02/2014,Not Applicable,DMO (DOH Rep),12/02/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000037721,37721,,,,,,,,,,,,,,,,,,,16-02-21-BH-2,Regional Office,10/16/2020,MOTHER CARE BIRTHING CLINIC,Regional Office,10/16/2020,,,,,,,,,,Birthing Home,Regional Office,10/16/2020,Private,Regional Office,10/16/2020,,,,,,,PUROK 3,Regional Office,10/16/2020,,,,REGION XIII (CARAGA),Regional Office,10/16/2020,160000000,AGUSAN DEL NORTE,Regional Office,10/16/2020,160200000,BUENAVISTA,Regional Office,10/16/2020,160201000,MATABAO,Regional Office,10/16/2020,160201011,8601,Regional Office,10/16/2020,,,,,,,+63 9214272249,Regional Office,10/16/2020,+63 9081496066,Regional Office,10/16/2020,,,,mothercare2019@yahoo.com,Regional Office,10/16/2020,mothercare19@yahoo.com,Regional Office,10/16/2020,,,,SELIM,BENJAMIN,B.,Regional Office,10/16/2020,Medical Director,Regional Office,10/16/2020,8.967788794,125.4219087,DOH/KMITS (Google Map),01/06/2021,Medium,DOH/KMITS,Active,Regional Office,10/16/2020,Not Applicable,Regional Office,10/16/2020,,,,Approved,,With License,Regional Office,10/16/2020,1,Regional Office,10/16/2020,NHFR WEBSITE
