Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000026891,26891,, ,,, ,,, ,,, ,, ,,, ,,, ,,,AURORA BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,AURORA,DMO (DOH Rep),8/27/2014,118201016,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9468474206,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,NAVARRO,BABIE VILMA,MORENO,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.658529,126.047831,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008480,8480,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BAGONGON BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,BAGONGON,DMO (DOH Rep),8/27/2014,118201001,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9058901576,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,GO,MERLIE,P.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.707912,126.067246,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008491,8491,, ,,, ,,, ,,, ,, ,,, ,,, ,,,GABI BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,GABI,DMO (DOH Rep),8/27/2014,118201002,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9472204859,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,SERRANO,BERNADITA,I.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.606805,126.057528,NAMRIA (GPS),10/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026892,26892,, ,,, ,,, ,,, ,, ,,, ,,, ,,,LAGAB BARANGAY HEALTH CENTER,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,LAGAB,DMO (DOH Rep),8/27/2014,118201003,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9483159802,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,ROBLES,AIDA,B.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.669082,126.064555,NAMRIA (GPS),10/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026893,26893,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MANGAYON BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,MANGAYON,DMO (DOH Rep),8/27/2014,118201004,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9185591059,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,ORION,CECILE,J.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.714999,126.105198,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026894,26894,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MAPACA BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,MAPACA,DMO (DOH Rep),8/27/2014,118201005,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9058901576,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,GO,MERLIE,P.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.717666,126.049407,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008544,8544,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MAPARAT BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,MAPARAT,DMO (DOH Rep),8/27/2014,118201006,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9483159802,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,ROBLES,AIDA,B.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.68556,126.04821,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026895,26895,, ,,, ,,, ,,, ,, ,,, ,,, ,,,NEW ALEGRIA BARANGAY HEALTH STATION,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/27/2014,Government,DMO (DOH Rep),8/27/2014,Local Government Unit,DMO (DOH Rep),8/27/2014, , ,, , ,, , ,,REGION XI (DAVAO REGION),DMO (DOH Rep),8/27/2014,110000000,DAVAO DE ORO,DMO (DOH Rep),8/27/2014,118200000,COMPOSTELA,DMO (DOH Rep),8/27/2014,118201000,NEW ALEGRIA,DMO (DOH Rep),8/27/2014,118201007,8803,DOH/KMITS,8/27/2014, , ,, , ,,+63 9472204859,DMO (DOH Rep),8/27/2014,,,, , ,, , ,, , ,, , ,,SERRANO,BERNADITA,I.,DMO (DOH Rep),8/27/2014,Rural Health Midwife,DMO (DOH Rep),8/27/2014,7.632203,126.066025,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),8/27/2014,Not Applicable,DMO (DOH Rep),8/27/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000034470,34470,,,,,,,,,,,,,,,,,,,,,,NGAN B BARANGAY HEALTH STATION,DMO (DOH Rep),09/10/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),09/10/2018,Government,DMO (DOH Rep),09/10/2018,Local Government Unit,DMO (DOH Rep),09/10/2018,,,,PUROK 24 BANGO,DMO (DOH Rep),09/10/2018,,,,REGION XI (DAVAO REGION),DMO (DOH Rep),09/10/2018,110000000,DAVAO DE ORO,DMO (DOH Rep),09/10/2018,118200000,COMPOSTELA,DMO (DOH Rep),09/10/2018,118201000,NGAN,DMO (DOH Rep),09/10/2018,118201008,8803,DMO (DOH Rep),09/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,APAL,FLORAME,GALARIO,DMO (DOH Rep),09/10/2018,Rural Health Midwife,DMO (DOH Rep),09/10/2018,7.696462,126.150779,DOH/KMITS (Barangay Centroid),01/04/2021,Low,DOH/KMITS,Active,DMO (DOH Rep),09/10/2018,,,,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000007965,7965,DOH000000000008548,DOH/KMITS,07/01/2013,,,,,,,,,, ,,, ,,,,,,NGAN A BARANGAY HEALTH STATION,DMO (DOH Rep),09/10/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),09/10/2018,Government,DMO (DOH Rep),09/10/2018,Local Government Unit,DMO (DOH Rep),09/10/2018,,,,,,,,,,REGION XI (DAVAO REGION),DMO (DOH Rep),09/10/2018,110000000,DAVAO DE ORO,DMO (DOH Rep),09/10/2018,118200000,COMPOSTELA,DMO (DOH Rep),09/10/2018,118201000,NGAN,DMO (DOH Rep),09/10/2018,118201008,8803,DOH/KMITS,09/10/2018,,,,,,,+63 9197930747,DMO (DOH Rep),09/10/2018,,,,,,,,,,,,,,,,AYTONA,NORLINA,C.,DMO (DOH Rep),09/10/2018,Rural Health Midwife,DMO (DOH Rep),09/10/2018,7.683582,126.112699,NAMRIA (GPS),10/26/2016,High,DOH/KMITS,Active,DMO (DOH Rep),09/10/2018,Not Applicable,DMO (DOH Rep),09/10/2018,,,,Approved,,,,,,,,NHFR WEBSITE
