Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000017987,17987,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BACACAY MAIN HEALTH CENTER,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,,Magsaysay St.,DMO (DOH Rep),10/29/2014, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,BARANGAY 11 (POB.),DMO (DOH Rep),10/29/2014,50501034,4509,DMO (DOH Rep),10/29/2014,+63 525583236,DMO (DOH Rep),10/29/2014, , ,,+63 9269817944,DMO (DOH Rep),10/29/2014,,,, , ,,terrybarcenas@yahahoo.com,DMO (DOH Rep),10/29/2014, , ,, , ,,BARCENAS,TERESITA,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.29223611,123.7910572,NAMRIA (GPS),4/21/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000003941,3941,,,,,,,,,,,,,,,,,,,,,,BACACAY RURAL HEALTH UNIT,DMO (DOH Rep),10/29/2014,,,,,,,,,,Rural Health Unit,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014,,,,,,,,,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,BARANGAY 11 (POB.),DMO (DOH Rep),10/29/2014,50501034,4509,DMO (DOH Rep),10/29/2014,+63 525583236,DMO (DOH Rep),10/29/2014,,,,+63 9157620482,DMO (DOH Rep),10/29/2014,,,,,,,,,,,,,,,,BELTRAN,MERLIE,G.,DMO (DOH Rep),10/29/2014,Municipal Health Officer,DMO (DOH Rep),10/29/2014,13.29223611,123.7910572,NAMRIA (GPS),4/22/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000037867,37867,,,,,,,,,,,,,,,,,,,05-0047-20-BH-2,Regional Office,1/23/2020,BARCENAS BIRTHING HOME,Regional Office,1/23/2020,,,,,,,,,,Birthing Home,Regional Office,1/23/2020,Private,Regional Office,1/23/2020,,,,,,,AGUINALDO STREET,Regional Office,1/23/2020,,,,REGION V (BICOL REGION),Regional Office,1/23/2020,50000000,ALBAY,Regional Office,1/23/2020,50500000,BACACAY,Regional Office,1/23/2020,50501000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARCENAS,REGINE,B.,Regional Office,1/23/2020,,,,13.288095,123.792252,DOH/KMITS (Google Maps),11/16/2020,Medium,DOH/KMITS,Active,Regional Office,1/23/2020,Not Applicable,Regional Office,1/23/2020,Other Services Offered; Ambulance 1 (Cabredo General Hospital),Regional Office,1/23/2020,Approved,,With License,Regional Office,1/23/2020,2,Regional Office,1/23/2020,NHFR WEBSITE
DOH000000000032464,32464,,,,,,,,,,,,,,,,,,,05-0020-19-01-BH-2,Regional Office,1/22/2020,BIBAL'S MATERNITY AND FAMILY PLANNING CLINIC,Regional Office,1/22/2020,,,,,,,,,,Birthing Home,Regional Office,1/22/2020,Private,Regional Office,1/22/2020,,,,,,,E. AGUINALDO STREET,Regional Office,1/22/2020,,,,REGION V (BICOL REGION),Regional Office,1/22/2020,50000000,ALBAY,Regional Office,1/22/2020,50500000,BACACAY,Regional Office,1/22/2020,50501000,BARANGAY 11 (POB.),Regional Office,1/22/2020,50501034,,,,+63 525583407,Regional Office,,,,,+63 9063940156,Regional Office,,,,,,,,,,,,,,,,,BIBAL,LAWRENCE,B.,Regional Office,1/22/2020,,,,13.291618,123.790422,DOH/KMITS (Barangay Centroid),1/13/2021,low,DOH/KMITS,Active,Regional Office,1/22/2020,Not Applicable,Regional Office,1/22/2020,Other Services Offered: 1(Cabredo General Hospital),Regional Office,1/22/2020,Approved,,With License,Regional Office,1/22/2020,1,Regional Office,1/22/2020,NHFR WEBSITE
DOH000000000004812,4812,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BONGA BARANGAY HEALTH STATION,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,,PUROK 5,DMO (DOH Rep),10/29/2014, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,BONGA (UPPER),DMO (DOH Rep),10/29/2014,50501006,4509,DMO (DOH Rep),10/29/2014, , ,, , ,,+63 9064319062,DMO (DOH Rep),10/29/2014,,,, , ,, , ,, , ,, , ,,POLADARID,NANCY,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.28113613,123.7582112,NAMRIA (GPS),4/20/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000001004,1004,DOH000000000017988,DOH/KMITS,07/01/2013,, ,,, ,,, ,, ,,, ,,, ,,,BUSDAC SAN JOSE BARANGAY HEALTH STATION,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,BUSDAC (SAN JOSE),DMO (DOH Rep),10/29/2014,50501048,4509,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,CACERES,MYRNA,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.32506792,123.9223634,NAMRIA (GPS),4/20/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000003863,3863,,,,,,,,,,,,,5ALB011H,,12/15/2013,,,,05-0028-20-I-1,Regional Office,7/24/2020,CAGRARAY DISTRICT HOSPITAL,Regional Office,7/24/2020,,,,,,,,,,Infirmary,Regional Office,7/24/2020,Government,Regional Office,7/24/2020,Local Government Unit,Regional Office,7/24/2020,,,,,,,,,,REGION V (BICOL REGION),Regional Office,7/24/2020,50000000,ALBAY,Regional Office,7/24/2020,50500000,BACACAY,Regional Office,7/24/2020,50501000,CABASAN,Regional Office,7/24/2020,50501009,4509,Regional Office,7/24/2020,,,,,,,+63 9203954029,Regional Office,7/24/2020,+63 9984621449,Regional Office,7/24/2020,,,,cagaraydistrict@yahoo.com,Regional Office,7/24/2020,,,,,,,CAPELLAN,LORETO,C.,Regional Office,7/24/2020,Chief of Hospital,Regional Office,7/24/2020,13.325995,123.879375,NAMRIA (GPS),4/20/2016,High,DOH/KMITS,Active,Regional Office,7/24/2020,Not Applicable,Regional Office,7/24/2020,,,,Approved,,With License,Regional Office,7/24/2020,25,Regional Office,7/24/2020,NHFR WEBSITE
DOH000000000004844,4844,, ,,, ,,, ,,, ,, ,,, ,,, ,,,CAWAYAN BARANGAY HEALTH STATION,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,,PUROK 1,DMO (DOH Rep),10/29/2014, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,CAWAYAN,DMO (DOH Rep),10/29/2014,50501013,4509,DMO (DOH Rep),10/29/2014, , ,, , ,,+63 9272544190,DMO (DOH Rep),10/29/2014,,,, , ,, , ,, , ,, , ,,CAÑETA,ESTELA,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.31079811,123.8977769,NAMRIA (GPS),4/20/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000005681,5681,, ,,, ,,, ,,, ,, ,,, ,,, ,,,HINDI BARANGAY HEALTH STATION,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,,PUROK 3,DMO (DOH Rep),10/29/2014, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,HINDI,DMO (DOH Rep),10/29/2014,50501017,4509,DMO (DOH Rep),10/29/2014, , ,, , ,,+63 9207480635,DMO (DOH Rep),10/29/2014,,,, , ,, , ,, , ,, , ,,BERMUNDO,LIGAYA,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.29751366,123.7793841,NAMRIA (GPS),4/20/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000005312,5312,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MISIBIS BARANGAY HEALTH STATION,DMO (DOH Rep),10/29/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/29/2014,Government,DMO (DOH Rep),10/29/2014,Local Government Unit,DMO (DOH Rep),10/29/2014, , ,,PUROK 1,DMO (DOH Rep),10/29/2014, , ,,REGION V (BICOL REGION),DMO (DOH Rep),10/29/2014,50000000,ALBAY,DMO (DOH Rep),10/29/2014,50500000,BACACAY,DMO (DOH Rep),10/29/2014,50501000,MISIBIS,DMO (DOH Rep),10/29/2014,50501023,4509,DMO (DOH Rep),10/29/2014, , ,, , ,,+63 9272544190,DMO (DOH Rep),10/29/2014,,,, , ,, , ,, , ,, , ,,CAÑETA,ESTELA,B.,DMO (DOH Rep),10/29/2014,Rural Health Midwife,DMO (DOH Rep),10/29/2014,13.24095983,123.9045748,NAMRIA (GPS),4/21/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/29/2014,Not Applicable,DMO (DOH Rep),10/29/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
