Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000019330,19330,,,,,,,,,,,,, ,,, ,,,,,,CABANGILA BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,ALTAVAS,DMO (DOH Rep),3/30/2020,60401000,CABANGILA,DMO (DOH Rep),3/30/2020,60401001,5616,DMO (DOH Rep),3/30/2020,,,,,,,+63 9301682241,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,OLIVAR,LYKA ROZEN,,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.521262,122.508847,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019339,19339,,,,,,,,,,,,, ,,, ,,,,,,LINAYASAN BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,ALTAVAS,DMO (DOH Rep),3/30/2020,60401000,LINAYASAN,DMO (DOH Rep),3/30/2020,60401006,5616,DMO (DOH Rep),3/30/2020,,,,,,,+63 9106580673,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,CELESTINO,THERESA,D.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.533711,122.450427,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019324,19324,,,,,,,,,,,,, ,,, ,,,,,,LUPO BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,ALTAVAS,DMO (DOH Rep),3/30/2020,60401000,LUPO,DMO (DOH Rep),3/30/2020,60401008,5616,DMO (DOH Rep),3/30/2020,,,,,,,+63 9468814293,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,ANDRES,MARY GRACE,,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.507712,122.474944,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019333,19333,,,,,,,,,,,,, ,,, ,,,,,,ODIONG BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,ALTAVAS,DMO (DOH Rep),3/30/2020,60401000,ODIONG,DMO (DOH Rep),3/30/2020,60401010,5616,DMO (DOH Rep),3/30/2020,,,,,,,+63 9081445827,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,AMBROCIO,SALVACION,,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.536177,122.467723,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000002960,2960,DOH000000000023738,DOH/KMITS,07/01/2013,DOH000000000032567,Regional Office,09/02/2016,,,,,,,6AKL001H,,12/15/2013,,,,06-01-16-25-I-1,Regional Office,09/02/2016,ALTAVAS DISTRICT HOSPITAL,Regional Office,7/29/2020,GODOFREDO P. RAMOS HOSPITAL,Regional Office,7/29/2020,JUSTICE GODOFREDO P. RAMOS MEMORIAL HOSPITAL,Regional Office,7/29/2020,,,,Infirmary,Regional Office,7/29/2020,Government,Regional Office,7/29/2020,Local Government Unit,Regional Office,7/29/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),Regional Office,7/29/2020,60000000,AKLAN,Regional Office,7/29/2020,60400000,ALTAVAS,Regional Office,7/29/2020,60401000,POBLACION,Regional Office,7/29/2020,60401011,5616,Regional Office,7/29/2020,+63 362691069,Regional Office,7/29/2020,,,,,,,,,,,,,,,,,,,,,,TERENCIO,MICHAEL,,Regional Office,7/29/2020,Chief of Hospital,Regional Office,7/29/2020,11.534532,122.479755,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,Regional Office,7/29/2020,Not Applicable,Regional Office,7/29/2020,,,,Approved,,With License,Regional Office,7/29/2020,25,Regional Office,7/29/2020,NHFR WEBSITE
DOH000000000024097,24097,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ALTAVAS MAIN HEALTH CENTER,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,ALTAVAS,DMO (DOH Rep),06/03/2014,60401000,POBLACION,DMO (DOH Rep),06/03/2014,60401011,5616,DOH/KMITS,9/15/2014,+63 362691307,DMO (DOH Rep),06/03/2014, , ,,+63 9184233875,DMO (DOH Rep),06/03/2014,,,, , ,, , ,, , ,, , ,,CORNIMAL,JENNIFER,L.,DMO (DOH Rep),06/03/2014,Rural Health Midwife,DMO (DOH Rep),06/03/2014,11.539071,122.486696,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004253,4253,DOH000000000019322,DOH/KMITS,07/01/2013,, ,,, ,,, ,,6AKL001R,,12/15/2013, ,,, ,,,ALTAVAS RURAL HEALTH UNIT,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,ALTAVAS,DMO (DOH Rep),06/03/2014,60401000,POBLACION,DMO (DOH Rep),06/03/2014,60401011,5616,DOH/KMITS,9/15/2014,+63 362691307,DMO (DOH Rep),06/03/2014, , ,, , ,,,,, , ,, , ,, , ,, , ,,REFOL,ANNA LYN,T.,DMO (DOH Rep),06/03/2014,Municipal Health Officer,DMO (DOH Rep),06/03/2014,11.539071,122.486696,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019336,19336,,,,,,,,,,,,, ,,, ,,,,,,TALON BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,ALTAVAS,DMO (DOH Rep),3/30/2020,60401000,TALON,DMO (DOH Rep),3/30/2020,60401013,5616,DMO (DOH Rep),3/30/2020,,,,,,,+63 9133272197,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,AMBROCIO,XYRA,P.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.520709,122.45198,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019344,19344,,,,,,,,,,,,,6AKL051B,,12/15/2013, ,,,,,,ARANAS BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,ARANAS,DMO (DOH Rep),3/30/2020,60402001,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9611547827,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,MAMAY,AMELIA,V.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.565265,122.394411,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000024098,24098,,,,,,,,,,,,,6AKL052B,,12/15/2013, ,,,,,,ARCANGEL BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,ARCANGEL,DMO (DOH Rep),3/30/2020,60402002,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9999961512,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,BRAULIO,CERES,F.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.539528,122.36209,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
