Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000008249,8249,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BASACDACU BARANGAY HEALTH STATION,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALBURQUERQUE,DMO (DOH Rep),7/15/2014,71201000,BASACDACU,DMO (DOH Rep),7/15/2014,71201002,6302,DOH/KMITS,7/15/2014, , ,, , ,,+63 9461698659,DMO (DOH Rep),7/15/2014,,,, , ,, , ,, , ,, , ,,BALANI,LUZ VICTORIA,R.,DMO (DOH Rep),7/15/2014,Rural Health Midwife,DMO (DOH Rep),7/15/2014,9.655158,123.959836,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000038629,38629,,,,,,,,,,,,,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,07-111-19-02-BH-1,DMO (DOH Rep),4/30/2020,ALBURQUERQUE BIRTHING FACILITY,DMO (DOH Rep),4/30/2020,,,,,,,,,,Birthing Home,DMO (DOH Rep),4/30/2020,Government,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),4/30/2020,70000000,BOHOL,DMO (DOH Rep),4/30/2020,71200000,ALBURQUERQUE,DMO (DOH Rep),4/30/2020,71201000,EAST POBLACION,DMO (DOH Rep),4/30/2020,71201005,6302,DMO (DOH Rep),4/30/2020,+63 0385399223,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,alburquerqueruralhealthunit@yahoo.com,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,SAMAR,ARACELI ,SYLVIA,DMO (DOH Rep),4/30/2020,Municipal Health Officer,DMO (DOH Rep),4/30/2020,9.610137,123.958432,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),4/30/2020,Not Applicable,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,Approved,,With License,DMO (DOH Rep),4/30/2020,2,DMO (DOH Rep),4/30/2020,MOBILE REQUEST
DOH000000000005373,5373,DOH000000000005632,DOH/KMITS,07/01/2013,DOH000000000007689,DOH/KMITS,07/01/2013,DOH000000000008250,DOH/KMITS,07/01/2013,, ,,7BOH001R,,12/15/2013, ,,, ,,,ALBURQUERQUE RURAL HEALTH UNIT,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALBURQUERQUE,DMO (DOH Rep),7/15/2014,71201000,EAST POBLACION,DMO (DOH Rep),7/15/2014,71201005,6302,DOH/KMITS,7/15/2014, , ,, , ,,+63 9165530418,DMO (DOH Rep),7/15/2014,,,, , ,,rhualbur@yahoo.com,DMO (DOH Rep),7/15/2014,gpamaos@yahoo.com,DMO (DOH Rep),7/15/2014, , ,,SAMAR,ARACELI SYLVIA,P.,DMO (DOH Rep),7/15/2014,Municipal Health Officer,DMO (DOH Rep),7/15/2014,9.610137,123.958432,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026516,26516,, ,,, ,,, ,,, ,, ,,, ,,, ,,,EAST POBLACION BARANGAY HEALTH STATION,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALBURQUERQUE,DMO (DOH Rep),7/15/2014,71201000,EAST POBLACION,DMO (DOH Rep),7/15/2014,71201005,6302,DOH/KMITS,7/15/2014,+63 385399223,DMO (DOH Rep),7/15/2014, , ,, , ,,,,, , ,, , ,, , ,, , ,,BUNGABONG,MA. NORA,C.,DMO (DOH Rep),7/15/2014,Rural Health Midwife,DMO (DOH Rep),7/15/2014,9.6120005,123.960762,WHO (Barangay Centroid),11/01/2014,Low,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008248,8248,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PONONG BARANGAY HEALTH STATION,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALBURQUERQUE,DMO (DOH Rep),7/15/2014,71201000,PONONG,DMO (DOH Rep),7/15/2014,71201006,6302,DOH/KMITS,7/15/2014, , ,, , ,,+63 9493916773,DMO (DOH Rep),7/15/2014,,,, , ,, , ,, , ,, , ,,BALANI,LUZ VICTORIA,R.,DMO (DOH Rep),7/15/2014,Rural Health Midwife,DMO (DOH Rep),7/15/2014,9.6190901,123.9533005,CHD (GPS),08/01/2012,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008260,8260,, ,,, ,,, ,,, ,, ,,, ,,, ,,,CAYACAY BARANGAY HEALTH STATION,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALICIA,DMO (DOH Rep),7/15/2014,71202000,CAYACAY,DMO (DOH Rep),7/15/2014,71202004,6314,DOH/KMITS,7/15/2014, , ,, , ,,+63 9303427531,DMO (DOH Rep),7/15/2014,,,, , ,, , ,, , ,, , ,,TAGOON,JUNITA,C.,DMO (DOH Rep),7/15/2014,Rural Health Midwife,DMO (DOH Rep),7/15/2014,9.893463,124.474564,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008263,8263,, ,,, ,,, ,,, ,, ,,, ,,, ,,,LA HACIENDA BARANGAY HEALTH STATION,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALICIA,DMO (DOH Rep),7/15/2014,71202000,LA HACIENDA,DMO (DOH Rep),7/15/2014,71202007,6314,DOH/KMITS,7/15/2014, , ,, , ,,+63 9305065723,DMO (DOH Rep),7/15/2014,,,, , ,, , ,, , ,, , ,,CUTAMORA,JULIA,G.,DMO (DOH Rep),7/15/2014,Rural Health Midwife,DMO (DOH Rep),7/15/2014,9.886053,124.396597,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000038626,38626,,,,,,,,,,,,,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,ALICIA BIRTHING CENTER,DMO (DOH Rep),4/30/2020,,,,,,,,,,Birthing Home,DMO (DOH Rep),4/30/2020,Government,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),4/30/2020,70000000,BOHOL,DMO (DOH Rep),4/30/2020,71200000,ALICIA,DMO (DOH Rep),4/30/2020,71202000,POBLACION (CALINGGANAY),DMO (DOH Rep),4/30/2020,71202011,6314,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,63,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,vanessa34853@gmail.com,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,SUMALJAG,AIRIENE VANESSA,T. ,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,9.897979,124.440716,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),4/30/2020,Not Applicable,DMO (DOH Rep),4/30/2020,,DMO (DOH Rep),4/30/2020,Approved,,With License,DMO (DOH Rep),4/30/2020,4,DMO (DOH Rep),4/30/2020,MOBILE REQUEST
DOH000000000005001,5001,DOH000000000008251,DOH/KMITS,07/01/2013,, ,,, ,,, ,,7BOH021R,,12/15/2013, ,,, ,,,ALICIA RURAL HEALTH UNIT AND BIRTHING CENTER,DMO (DOH Rep),7/15/2014,ALICIA RURAL HEALTH UNIT,DMO (DOH Rep),7/15/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),7/15/2014,Government,DMO (DOH Rep),7/15/2014,Local Government Unit,DMO (DOH Rep),7/15/2014, , ,, , ,, , ,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),7/15/2014,70000000,BOHOL,DMO (DOH Rep),7/15/2014,71200000,ALICIA,DMO (DOH Rep),7/15/2014,71202000,POBLACION (CALINGGANAY),DMO (DOH Rep),7/15/2014,71202011,6314,DOH/KMITS,7/15/2014, , ,, , ,,+63 9273824158,DMO (DOH Rep),7/15/2014,,,, , ,, , ,, , ,, , ,,ABELLAR,JANILANE,D.,DMO (DOH Rep),7/15/2014,Municipal Health Officer,DMO (DOH Rep),7/15/2014,9.897979,124.440716,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),7/15/2014,Not Applicable,DMO (DOH Rep),7/15/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008252,8252,,,,,,,,,,,,, ,,, ,,,,,,PUTLONGCAM BARANGAY HEALTH STATION,DMO (DOH Rep),10/17/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),10/17/2019,Government,DMO (DOH Rep),10/17/2019,Local Government Unit,DMO (DOH Rep),10/17/2019,,,,PUROK 6 CANTUWAK,DMO (DOH Rep),10/17/2019,,,,REGION VII (CENTRAL VISAYAS),DMO (DOH Rep),10/17/2019,70000000,BOHOL,DMO (DOH Rep),10/17/2019,71200000,ALICIA,DMO (DOH Rep),10/17/2019,71202000,PUTLONGCAM,DMO (DOH Rep),10/17/2019,71202013,6314,DOH/KMITS,10/17/2019,,,,,,,+63 9161072950,DMO (DOH Rep),10/17/2019,,,,,,,,,,,,,,,,DAPITON,MADELIENE,A.,DMO (DOH Rep),10/17/2019,Rural Health Midwife,DMO (DOH Rep),10/17/2019,9.874609,124.445585,NAMRIA (GPS),10/14/2016,High,DOH/KMITS,Active,DMO (DOH Rep),10/17/2019,Not Applicable,DMO (DOH Rep),10/17/2019,,,,Approved,,Not Applicable,DMO (DOH Rep),10/17/2019,,,,NHFR WEBSITE
