Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000005942,5942,,,,,,,,,,,,,3AUR001H,,12/30/2016,,,,03-136-14-25-H1-1,DMO (DOH Rep),12/30/2016,AURORA MEMORIAL HOSPITAL,DMO (DOH Rep),12/30/2016,,,,,,,,,,Hospital,DMO (DOH Rep),12/30/2016,Government,DMO (DOH Rep),12/30/2016,Local Government Unit,DMO (DOH Rep),12/30/2016,,,,SAN LUIS STREET,DMO (DOH Rep),12/30/2016,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),12/30/2016,30000000,AURORA,DMO (DOH Rep),12/30/2016,37700000,BALER (Capital),DMO (DOH Rep),12/30/2016,37701000,RESERVA,DMO (DOH Rep),12/30/2016,37701010,3200,DOH/KMITS,12/30/2016,+63 422094256,Regional Office,12/30/2016,,,,+63 9183134794,Regional Office,12/30/2016,,,,,,,AURORAMEMHOS@GMAIL.COM,Regional Office,12/30/2016,,,,,,,PALMERO,NORMA,VALENCIA,DMO (DOH Rep),12/30/2016,Chief of Hospital,DMO (DOH Rep),12/30/2016,15.760043,121.562452,NAMRIA (GPS),12/30/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/30/2016,Not Applicable,DMO (DOH Rep),12/30/2016,,,,Approved,Level 1,With License,Regional Office,12/30/2016,49,DOH/HFSRB,12/30/2016,NHFR WEBSITE
DOH000000000035373,35373,,,,,,,,,,,,,,,,,,,,,,BARANGAY V POBLACION II BARANGAY HEALTH STATION,RHU/MHO,08/08/2018,,,,,,,,,,Barangay Health Station,RHU/MHO,08/08/2018,Government,RHU/MHO,08/08/2018,,,,,,,RIZAL STREET,RHU/MHO,08/08/2018,MUNICIPAL BUILDING,RHU/MHO,08/08/2018,REGION III (CENTRAL LUZON),RHU/MHO,08/08/2018,30000000,AURORA,RHU/MHO,08/08/2018,37700000,BALER (Capital),RHU/MHO,08/08/2018,37701000,BARANGAY V (POB.),RHU/MHO,08/08/2018,37701005,3200,RHU/MHO,08/08/2018,,,,,,,,,,,,,,,,,,,,,,,,,LOPEZ,EMMA,DUMANDAL,RHU/MHO,08/08/2018,Rural Health Midwife,RHU/MHO,08/08/2018,15.760339,121.564008,DOH/KMITS (Barangay Centroid),10/14/2020,Low,DOH/KMITS,Active,RHU/MHO,08/08/2018,Not Applicable,RHU/MHO,08/08/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000000999,999,,,,,,,,,,,,,3AUR007B,,12/15/2013, ,,,,,,BUHANGIN BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,PUROK 4,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,BUHANGIN,DMO (DOH Rep),6/26/2018,37701006,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9216332957,DMO (DOH Rep),6/26/2018,,,,,,,,,,,,,,,,BIHASA,LORELIE,CALDERON,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.769241,121.557817,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000006212,6212,,,,,,,,,,,,,3AUR012B,,12/15/2013, ,,,,,,CALABUANAN BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,PUROK 4,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,CALABUANAN,DMO (DOH Rep),6/26/2018,37701007,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9087690562,DMO (DOH Rep),6/26/2018,,,,,,,,,,,,,,,,ORPIA,LILIOSA,ESPAÑA,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.74951,121.509121,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004064,4064,DOH000000000026657,DOH/KMITS,6/26/2018,,,,,,,,,,3AUR001R,,12/15/2013, ,,,,,,DR. ANDRES ARAGON ANGARA HEALTH CENTER,DMO (DOH Rep),6/26/2018,BALER RURAL HEALTH UNIT,DMO (DOH Rep),6/26/2018,,,,,,,Rural Health Unit,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,SITIO DUPAX,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,SUCLAYIN,DMO (DOH Rep),6/26/2018,37701012,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9282503887,DMO (DOH Rep),6/26/2018,,,,,,,NENSEPHERN@GMAIL.COM,DMO (DOH Rep),6/26/2018,,,,,,,HERNANADEZ,NENITA,SEPULCRE,DMO (DOH Rep),6/26/2018,Municipal Health Officer,DMO (DOH Rep),6/26/2018,15.758207,121.545621,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000001242,1242,,,,,,,,,,,,,3AUR013B,,12/15/2013, ,,,,,,OBLIGACION BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,PUROK 3,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,OBLIGACION,DMO (DOH Rep),6/26/2018,37701008,3200,DOH/KMITS,6/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,LILIOSA,ORPIA,ESPAÑA,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.779437,121.526575,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004511,4511,,,,,,,,,,,,,3AUR011B,,12/15/2013, ,,,,,,PINGIT BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,PUROK 4,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,PINGIT,DMO (DOH Rep),6/26/2018,37701009,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9182526104,DMO (DOH Rep),6/26/2018,,,,,,,,,,,,,,,,DUASO,MYRA,SOLLANO,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.73996,121.558857,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004757,4757,,,,,,,,,,,,,3AUR002H,,12/15/2013,,,,,,,"PREMIERE GENERAL HOSPITAL OF NUEVA ECIJA, INC. BALER- AURORA",DMO (DOH Rep),12/30/2016,,,,,,,,,,Hospital,DMO (DOH Rep),12/30/2016,Private,DMO (DOH Rep),12/30/2016,,,,,,,,,,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),12/30/2016,30000000,AURORA,DMO (DOH Rep),12/30/2016,37700000,BALER (Capital),DMO (DOH Rep),12/30/2016,37701000,SUCLAYIN,DMO (DOH Rep),12/30/2016,37701012,3200,DOH/KMITS,12/30/2016,,,,,,,+63 9989607195,DMO (DOH Rep),12/30/2016,,,,,,,,,,,,,,,,DELA CRUZ,MA. LAARNI,PAGTALUNAN,DMO (DOH Rep),12/30/2016,Chief of Hospital,DMO (DOH Rep),12/30/2016,15.753558,121.544018,NAMRIA (GPS),12/30/2016,High,DOH/KMITS,Active,DMO (DOH Rep),12/30/2016,Not Applicable,DMO (DOH Rep),12/30/2016,,,,Approved,Level 2,With License,DMO (DOH Rep),12/30/2016,30,DMO (DOH Rep),12/30/2016,NHFR WEBSITE
DOH000000000002186,2186,,,,,,,,,,,,,3AUR010B,,12/15/2013, ,,,,,,RESERVA BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,,PUROK 6,DMO (DOH Rep),6/26/2018,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,RESERVA,DMO (DOH Rep),6/26/2018,37701010,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9193003869,DMO (DOH Rep),6/26/2018,,,,,,,,,,,,,,,,MONTES,CECILIA,IGNACIO,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.801665,121.543481,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000026658,26658,,,,,,,,,,,,, ,,, ,,,,,,SABANG BARANGAY HEALTH STATION,DMO (DOH Rep),6/26/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),6/26/2018,Government,DMO (DOH Rep),6/26/2018,Local Government Unit,DMO (DOH Rep),6/26/2018,,,6/26/2018,PUROK 4,DMO (DOH Rep),,,,,REGION III (CENTRAL LUZON),DMO (DOH Rep),6/26/2018,30000000,AURORA,DMO (DOH Rep),6/26/2018,37700000,BALER (Capital),DMO (DOH Rep),6/26/2018,37701000,SABANG,DMO (DOH Rep),6/26/2018,37701011,3200,DOH/KMITS,6/26/2018,,,,,,,+63 9399019385,DMO (DOH Rep),6/26/2018,,,,,,,,,,,,,,,,EGARGUE,ERLITA,BIHASA,DMO (DOH Rep),6/26/2018,Rural Health Midwife,DMO (DOH Rep),6/26/2018,15.757039,121.570498,NAMRIA (GPS),6/26/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/26/2018,Not Applicable,DMO (DOH Rep),6/26/2018,,,,Approved,,,,,,,,NHFR WEBSITE
