Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000009243,9243,, ,,, ,,, ,,, ,,12NCT001B,,07/05/2013, ,,, ,,,BAO BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,BAO,DMO (DOH Rep),10/08/2014,124701001,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9203056680,DMO (DOH Rep),10/08/2014,,,, , ,, , ,, , ,, , ,,DEOCADES,LUCENA,L.,DMO (DOH Rep),10/08/2014,Rural Health Midwife,DMO (DOH Rep),10/08/2014,7.385926,124.644406,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000009285,9285,, ,,, ,,, ,,, ,,12NCT002B,,07/08/2013, ,,, ,,,BARANGIRAN BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,BARANGIRAN,DMO (DOH Rep),10/08/2014,124701002,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9056081993,DMO (DOH Rep),10/08/2014,,,, , ,, , ,, , ,, , ,,ALGE,ALICIA,E.,DMO (DOH Rep),10/08/2014,Rural Health Midwife,DMO (DOH Rep),10/08/2014,7.416615,124.549641,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000009238,9238,, ,,, ,,, ,,, ,, ,,, ,,, ,,,CAMANSI BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,CAMANSI,DMO (DOH Rep),10/08/2014,124701003,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9061392353,DMO (DOH Rep),10/08/2014,,,, , ,, , ,, , ,, , ,,BAYOG,MERIAM,M.,DMO (DOH Rep),10/08/2014,Rural Health Midwife,DMO (DOH Rep),10/08/2014,7.343605,124.559707,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000009385,9385,, ,,, ,,, ,,, ,,12NCT004B,,07/09/2013, ,,, ,,,UPPER DADO BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014,DADO BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,DADO,DMO (DOH Rep),10/08/2014,124701004,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9066685908,DMO (DOH Rep),10/08/2014,,,, , ,, , ,, , ,, , ,,DELGADO,ROSIE,G.,DMO (DOH Rep),10/08/2014,Rural Health Midwife,DMO (DOH Rep),10/08/2014,7.503723,124.522063,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000036322,36322,,,,,,,,,,,,,,,,,,,,,,GUILING BARANGAY HEALTH STATION,DMO (DOH Rep),9/25/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),9/25/2018,Government,DMO (DOH Rep),9/25/2018,Local Government Unit,DMO (DOH Rep),9/25/2018,,,,,,,,,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),9/25/2018,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),9/25/2018,124700000,ALAMADA,DMO (DOH Rep),9/25/2018,124701000,GUILING,DMO (DOH Rep),9/25/2018,124701005,9413,DMO (DOH Rep),9/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48162,124.624917,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),9/25/2018,Not Applicable,DMO (DOH Rep),9/25/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000002850,2850,,,,,,,,,,,,,12NCT001H,,07/06/2013,,,,12-0001-19-10-I-1,Regional Office,06/04/2020,ALAMADA PROVINCIAL COMMUNITY HOSPITAL,Regional Office,06/04/2020,,,,,,,,,,Infirmary,Regional Office,06/04/2020,Government,Regional Office,06/04/2020,Local Government Unit,Regional Office,06/04/2020,,,,PUROK MAGSAYSAY,Regional Office,06/04/2020,,,,REGION XII (SOCCSKSA RGEN),Regional Office,06/04/2020,120000000,COTABATO (NORTH COTABATO),Regional Office,06/04/2020,124700000,ALAMADA,Regional Office,06/04/2020,124701000,KITACUBONG (POB.),Regional Office,06/04/2020,124701006,9413,Regional Office,06/04/2020,,,,,,,+63 9285019676,Regional Office,06/04/2020,+63 9215443410,Regional Office,06/04/2020,,,,apchhospital97@yahoo.com,Regional Office,06/04/2020,,,,,,,POSADA,MARY JOY,P.,Regional Office,06/04/2020,Chief of Hospital,Regional Office,06/04/2020,7.376751,124.558203,DOH/KMITS (Google Maps),06/10/2020,Medium,DOH/KMITS,Active,Regional Office,06/04/2020,Not Applicable,Regional Office,06/04/2020,,,,Approved,,With License,Regional Office,06/04/2020,10,Regional Office,06/04/2020,NHFR WEBSITE
DOH000000000004016,4016,, ,,, ,,, ,,, ,,12NCT001R,,07/07/2013, ,,, ,,,ALAMADA MUNICIPAL HEALTH OFFICE,DMO (DOH Rep),10/08/2014,ALAMADA RURAL HEALTH UNIT,DMO (DOH Rep),10/08/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,,PUROK 3 MIRASOL,DMO (DOH Rep),0000/00/00, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,KITACUBONG (POB.),DMO (DOH Rep),10/08/2014,124701006,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9306666267,DMO (DOH Rep),10/08/2014,,,, , ,,rhualamada@yahoo.com,DMO (DOH Rep),10/08/2014, , ,, , ,,BANDALA,ROSARIO,MASANGKAY,DMO (DOH Rep),10/08/2014,Municipal Health Officer,DMO (DOH Rep),10/08/2014,7.385681,124.549982,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000036320,36320,,,,,,,,,,,,,,,,,,,,,,KITACUBONG BARANGAY HEALTH STATION,DMO (DOH Rep),9/25/2018,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),9/25/2018,Government,DMO (DOH Rep),9/25/2018,Local Government Unit,DMO (DOH Rep),9/25/2018,,,,,,,,,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),9/25/2018,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),9/25/2018,124700000,ALAMADA,DMO (DOH Rep),9/25/2018,124701000,KITACUBONG (POB.),DMO (DOH Rep),9/25/2018,124701006,9413,DMO (DOH Rep),9/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.390187,124.573593,DOH/KMITS (Barangay Centroid),6/25/2020,Low,DOH/KMITS,Active,DMO (DOH Rep),9/25/2018,Not Applicable,DMO (DOH Rep),9/25/2018,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000027221,27221,, ,,, ,,, ,,, ,, ,,, ,,, ,,,LOWER DADO BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,LOWER DADO,DMO (DOH Rep),10/08/2014,124701015,9413,DOH/KMITS,10/08/2014, , ,, , ,,+63 9066685908,DMO (DOH Rep),10/08/2014,,,, , ,, , ,, , ,, , ,,DELGADO,ROSIE,R.,DMO (DOH Rep),10/08/2014,Rural Health Midwife,DMO (DOH Rep),10/08/2014,7.489328,124.523089,NAMRIA (GPS),08/06/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000009355,9355,, ,,, ,,, ,,, ,,12NCT007B,,07/10/2013, ,,, ,,,MACABASA BARANGAY HEALTH STATION,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),10/08/2014,Government,DMO (DOH Rep),10/08/2014,Local Government Unit,DMO (DOH Rep),10/08/2014, , ,, , ,, , ,,REGION XII (SOCCSKSA RGEN),DMO (DOH Rep),10/08/2014,120000000,COTABATO (NORTH COTABATO),DMO (DOH Rep),10/08/2014,124700000,ALAMADA,DMO (DOH Rep),10/08/2014,124701000,MACABASA,DMO (DOH Rep),10/08/2014,124701007,9413,DOH/KMITS,10/08/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , ,DMO (DOH Rep),10/08/2014, , ,,7.447292,124.51354,NAMRIA (GPS),08/07/2019,High,DOH/KMITS,Active,DMO (DOH Rep),10/08/2014,Not Applicable,DMO (DOH Rep),10/08/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
