Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000003344,3344,DOH000000000008084,DOH/KMITS,07/01/2013,,,,,,,,,, ,,, ,,,,,,PILI BARANGAY HEALTH STATION,DMO (DOH Rep),7/22/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),7/22/2020,Government,DMO (DOH Rep),7/22/2020,Local Government Unit,DMO (DOH Rep),7/22/2020,,,,,,,,,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),7/22/2020,80000000,BILIRAN,DMO (DOH Rep),7/22/2020,87800000,ALMERIA,DMO (DOH Rep),7/22/2020,87801000,PILI,DMO (DOH Rep),7/22/2020,87801006,6544,DMO (DOH Rep),7/22/2020,,,,,,,+63 9173048966,DMO (DOH Rep),7/22/2020,,,,,,,,,,,,,,,,GABING,ILDEFONSA,ALJO,DMO (DOH Rep),7/22/2020,Rural Health Midwife,DMO (DOH Rep),7/22/2020,11.635263,124.377001,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),7/22/2020,Not Applicable,DMO (DOH Rep),7/22/2020,BIRTHING FACILITY,DMO (DOH Rep),6/25/2014,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008082,8082,,,,,,,,,,,,,,,,,,,,,,ALMERIA MAIN HEALTH CENTER,DMO (DOH Rep),7/20/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),7/20/2020,Government,DMO (DOH Rep),7/20/2020,Local Government Unit,DMO (DOH Rep),7/20/2020,,,,SITIO BASUD,DMO (DOH Rep),7/20/2020,,,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),7/20/2020,80000000,BILIRAN,DMO (DOH Rep),7/20/2020,87800000,ALMERIA,DMO (DOH Rep),7/20/2020,87801000,POBLACION,DMO (DOH Rep),7/20/2020,87801007,6544,DMO (DOH Rep),7/20/2020,,,,,,,+63 9176342976,DMO (DOH Rep),7/20/2020,,,,,,,eve_cia8@yahoo.com,DMO (DOH Rep),7/20/2020,,,,,,,GARCIA,EVELYN,N.,DMO (DOH Rep),7/20/2020,Municipal Health Officer,DMO (DOH Rep),7/20/2020,11.616182,124.378705,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),07/06/2020,Not Applicable,DMO (DOH Rep),07/06/2020,LOCATED IN THE SAME BUILDING WITH THE RHU,DMO (DOH Rep),07/06/2020,Approved,,,,,,,,NHFR WEBSITE
DOH000000000007472,7472,DOH000000000007882,DOH/KMITS,07/01/2013,,,,,,,,,,,,,,,,,,,"ALMERIA RHU, TB DOTS AND BIRTHING FACILITY",DMO (DOH Rep),7/20/2020,ALMERIA RURAL HEALTH UNIT,DMO (DOH Rep),7/20/2020,,,,,,,Rural Health Unit,DMO (DOH Rep),7/20/2020,Government,DMO (DOH Rep),7/20/2020,Local Government Unit,DMO (DOH Rep),7/20/2020,,,,SITIO BASUD,DMO (DOH Rep),7/20/2020,,,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),7/20/2020,80000000,BILIRAN,DMO (DOH Rep),7/20/2020,87800000,ALMERIA,DMO (DOH Rep),7/20/2020,87801000,POBLACION,DMO (DOH Rep),7/20/2020,87801007,6561,DMO (DOH Rep),7/20/2020,,,,,,,+63 9778018218,DMO (DOH Rep),7/20/2020,,,,,,,rhualmeria2016@gmail.com,DMO (DOH Rep),7/20/2020,,,,,,,ASBESTROS,JOSIE,SINANGGOTE,DMO (DOH Rep),7/20/2020,Municipal Health Officer,DMO (DOH Rep),7/20/2020,11.616182,124.378705,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),7/20/2020,Not Applicable,DMO (DOH Rep),7/20/2020,"TO BE RELOCATED AT BARANGAY PULANG BATO ALMERIA, BILIRAN",DMO (DOH Rep),05/04/2017,Approved,,Not Applicable,DOH/KMITS,05/04/2017,,,,NHFR WEBSITE
DOH000000000004607,4607,DOH000000000008091,DOH/KMITS,07/01/2013,, ,,, ,,, ,, ,,, ,,, ,,,SALANGI BARANGAY HEALTH STATION,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),6/25/2014,Government,DMO (DOH Rep),6/25/2014,Local Government Unit,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),6/25/2014,80000000,BILIRAN,DMO (DOH Rep),6/25/2014,87800000,ALMERIA,DMO (DOH Rep),6/25/2014,87801000,SALANGI,DMO (DOH Rep),6/25/2014,87801009,6544,DOH/KMITS,6/25/2014, , ,, , ,,9154113178,DMO (DOH Rep),6/25/2014,,,, , ,, , ,, , ,, , ,,ATIBULA,GINA,B,DMO (DOH Rep),6/25/2014,Rural Health Midwife,DMO (DOH Rep),6/25/2014,11.620978,124.404845,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/25/2014,Not Applicable,DMO (DOH Rep),6/25/2014,BIRTHING FACILITY,DMO (DOH Rep),6/25/2014,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008086,8086,,,,,,,,,,,,,8BIL012B,,12/15/2013, ,,,,,,TALAHID BARANGAY HEALTH STATION,DMO (DOH Rep),7/22/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),7/22/2020,Government,DMO (DOH Rep),7/22/2020,Local Government Unit,DMO (DOH Rep),7/22/2020,,,,,,,,,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),7/22/2020,80000000,BILIRAN,DMO (DOH Rep),7/22/2020,87800000,ALMERIA,DMO (DOH Rep),7/22/2020,87801000,TALAHID,DMO (DOH Rep),7/22/2020,87801012,6544,DMO (DOH Rep),7/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,ESTRADA,ARLENE,S,DMO (DOH Rep),7/22/2020,Rural Health Midwife,DMO (DOH Rep),7/22/2020,11.639288,124.362467,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),7/22/2020,Not Applicable,DMO (DOH Rep),7/22/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008094,8094,,,,,,,,,,,,,8BIL013B,,12/15/2013, ,,,,,,TAMARINDO BARANGAY HEALTH STATION,DMO (DOH Rep),7/22/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),7/22/2020,Government,DMO (DOH Rep),7/22/2020,Local Government Unit,DMO (DOH Rep),7/22/2020,,,,,,,,,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),7/22/2020,80000000,BILIRAN,DMO (DOH Rep),7/22/2020,87800000,ALMERIA,DMO (DOH Rep),7/22/2020,87801000,TAMARINDO,DMO (DOH Rep),7/22/2020,87801013,6544,DMO (DOH Rep),7/22/2020,,,,,,,+63 9352900597,DMO (DOH Rep),7/22/2020,,,,,,,,,,,,,,,,LEBAJAN,NENITA,DEMETRIA,DMO (DOH Rep),7/22/2020,Rural Health Midwife,DMO (DOH Rep),7/22/2020,11.607154,124.405003,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,DMO (DOH Rep),7/22/2020,Not Applicable,DMO (DOH Rep),7/22/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000032598,32598,,,,,,,,,,,,,,,,,,,08-107-16-003-BH-1,Regional Office,09/09/2016,"ALMERIA RURAL HEALTH UNIT, TB DOTS AND BIRTHING FACILITY",Regional Office,12/31/2017,,,,,,,,,,Birthing Home,Regional Office,12/31/2017,Government,Regional Office,12/31/2017,Local Government Unit,Regional Office,12/31/2017,,,,,,,,,,REGION VIII (EASTERN VISAYAS),Regional Office,12/31/2017,80000000,BILIRAN,Regional Office,12/31/2017,87800000,ALMERIA,Regional Office,12/31/2017,87801000,,,,,,,,,,,,,,+63 9173256108,Regional Office,12/31/2017,,,,,,,eve_cia8@yahoo.com,Regional Office,12/31/2017,,,,,,,GARCIA,EVELYN,N.,Regional Office,12/31/2017,,,,11.616182,124.378705,NAMRIA (GPS),03/06/2018,High,DOH/KMITS,Active,Regional Office,12/31/2017,Not Applicable,Regional Office,12/31/2017,,,,Approved,,With License,DOH/HFSRB,12/31/2017,3,DOH/HFSRB,12/31/2017,NHFR WEBSITE
DOH000000000008101,8101,, ,,, ,,, ,,, ,,8BIL051B,,12/15/2013, ,,, ,,,BUSALI BARANGAY HEALTH STATION,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),6/25/2014,Government,DMO (DOH Rep),6/25/2014,Local Government Unit,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),6/25/2014,80000000,BILIRAN,DMO (DOH Rep),6/25/2014,87800000,BILIRAN,DMO (DOH Rep),6/25/2014,87802000,BUSALI,DMO (DOH Rep),6/25/2014,87802003,6549,DOH/KMITS,6/25/2014, , ,, , ,,9076453287,DMO (DOH Rep),6/25/2014,,,, , ,, , ,, , ,, , ,,SABAGKIT,ERMELINDA,S,DMO (DOH Rep),6/25/2014,Rural Health Midwife,DMO (DOH Rep),6/25/2014,11.488324,124.442842,NAMRIA (GPS),03/07/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/25/2014,Not Applicable,DMO (DOH Rep),6/25/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008104,8104,, ,,, ,,, ,,, ,,8BIL052B,,12/15/2013, ,,, ,,,CANILA BARANGAY HEALTH STATION,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),6/25/2014,Government,DMO (DOH Rep),6/25/2014,Local Government Unit,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),6/25/2014,80000000,BILIRAN,DMO (DOH Rep),6/25/2014,87800000,BILIRAN,DMO (DOH Rep),6/25/2014,87802000,CANILA,DMO (DOH Rep),6/25/2014,87802006,6549,DOH/KMITS,6/25/2014, , ,, , ,,9165860583,DMO (DOH Rep),6/25/2014,,,, , ,,nidaabillar_2011@yahoo.com,DMO (DOH Rep),6/25/2014, , ,, , ,,ABILLAR,NIDA,R,DMO (DOH Rep),6/25/2014,Rural Health Midwife,DMO (DOH Rep),6/25/2014,11.498465,124.481166,NAMRIA (GPS),03/07/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/25/2014,Not Applicable,DMO (DOH Rep),6/25/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000005631,5631,DOH000000000008107,DOH/KMITS,07/01/2013,, ,,, ,,, ,, ,,, ,,, ,,,JULITA BARANGAY HEALTH STATION,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),6/25/2014,Government,DMO (DOH Rep),6/25/2014,Local Government Unit,DMO (DOH Rep),6/25/2014, , ,, , ,, , ,,REGION VIII (EASTERN VISAYAS),DMO (DOH Rep),6/25/2014,80000000,BILIRAN,DMO (DOH Rep),6/25/2014,87800000,BILIRAN,DMO (DOH Rep),6/25/2014,87802000,JULITA,DMO (DOH Rep),6/25/2014,87802005,6549,DOH/KMITS,6/25/2014, , ,, , ,,9463435264,DMO (DOH Rep),6/25/2014,,,, , ,, , ,, , ,, , ,,PAA,MA. ASUNCION,R,DMO (DOH Rep),6/25/2014,Rural Health Midwife,DMO (DOH Rep),6/25/2014,11.473252,124.513664,NAMRIA (GPS),03/07/2018,High,DOH/KMITS,Active,DMO (DOH Rep),6/25/2014,Not Applicable,DMO (DOH Rep),6/25/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
