Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000003094,3094,DOH000000000008090,DOH/KMITS,11/19/2014,,,,,,,,,,,,,,,,,,,BASCO RURAL HEALTH UNIT,DMO (DOH Rep),11/19/2014,,,,,,,,,,Rural Health Unit,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NUÑEZ STREET,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,BASCO (Capital),DMO (DOH Rep),11/19/2014,20901000,KAYHUVOKAN,DMO (DOH Rep),11/19/2014,20901006,3900,DOH/KMITS,11/19/2014,,,,,,,+63 9399186612,DMO (DOH Rep),11/19/2014,,,,,,,,,,,,,,,,DACLES,BIGILDA,RATERTA,DMO (DOH Rep),11/19/2014,Public Health Nurse,DMO (DOH Rep),11/19/2014,20.44901,121.968947,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000005201,5201,,,,,,,,,,,,,2BTS001H,,12/15/2013,,,,02-047-20-H1-1,Regional Office,7/23/2020,BATANES GENERAL HOSPITAL,Regional Office,7/23/2020,,,,,,,,,,Hospital,Regional Office,7/23/2020,Government,Regional Office,7/23/2020,Department Of Health,Regional Office,7/23/2020,,,,NATIONAL ROAD,Regional Office,7/23/2020,,,,REGION II (CAGAYAN VALLEY),Regional Office,7/23/2020,20000000,BATANES,Regional Office,7/23/2020,20900000,BASCO (Capital),Regional Office,7/23/2020,20901000,KAYHUVOKAN,Regional Office,7/23/2020,20901006,3900,Regional Office,7/23/2020,,,,,,,+63 9999924960,Regional Office,7/23/2020,+63 9989828104,Regional Office,7/23/2020,,,,bgh_bso@yahoo.com,Regional Office,7/23/2020,bataneshospital@gmail.com,Regional Office,7/23/2020,,,,CANCERAN,JEFFREY ANTONY,TELAN,Regional Office,7/23/2020,Chief of Hospital,Regional Office,7/23/2020,20.450254,121.970865,NAMRIA (GPS),05/05/2017,High,DOH/KMITS,Active,Regional Office,7/23/2020,Not Applicable,Regional Office,7/23/2020,,,,Approved,Level 1,With License,Regional Office,7/23/2020,75,Regional Office,7/23/2020,NHFR WEBSITE
DOH000000000008095,8095,,,,,,,,,,,,,,,,,,,,,,CHANARIAN-TUKON BARANGAY HEALTH STATION,DMO (DOH Rep),11/19/2014,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NATIONAL ROAD,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,BASCO (Capital),DMO (DOH Rep),11/19/2014,20901000,CHANARIAN,DMO (DOH Rep),11/19/2014,20901005,3900,DOH/KMITS,11/19/2014,,,,,,,+63 9399186617,DMO (DOH Rep),11/19/2014,,,,,,,,,,,,,,,,GAVILAN,EMILY,GARCIA,DMO (DOH Rep),11/19/2014,Rural Health Midwife,DMO (DOH Rep),11/19/2014,20.433033,121.95889,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008092,8092,,,,,,,,,,,,,,,,,,,,,,SAN JOAQUIN BARANGAY HEALTH STATION,DMO (DOH Rep),11/19/2014,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,SITIO HAGO,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,BASCO (Capital),DMO (DOH Rep),11/19/2014,20901000,SAN JOAQUIN,DMO (DOH Rep),11/19/2014,20901004,3900,DOH/KMITS,11/19/2014,,,,,,,+63 9208913046,DMO (DOH Rep),11/19/2014,,,,,,,,,,,,,,,,VINALAY,LILIA,RODRIGUEZ,DMO (DOH Rep),11/19/2014,Rural Health Midwife,DMO (DOH Rep),11/19/2014,20.443118,121.988975,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004052,4052,DOH000000000005498,DOH/KMITS,12/31/2017,,,,,,,,,,,,,,,,02-10-20-I-1,Regional Office,7/23/2020,ITBAYAT DISTRICT HOSPITAL,Regional Office,7/23/2020,,,,,,,,,,Infirmary,Regional Office,7/23/2020,Government,Regional Office,7/23/2020,Local Government Unit,Regional Office,7/23/2020,,,,CIRCUMFERENTIAL ROAD,Regional Office,7/23/2020,,,,REGION II (CAGAYAN VALLEY),Regional Office,7/23/2020,20000000,BATANES,Regional Office,7/23/2020,20900000,ITBAYAT,Regional Office,7/23/2020,20902000,SAN RAFAEL (IDIANG),Regional Office,7/23/2020,20902007,3905,Regional Office,7/23/2020,,,,,,,+63 9088149907,Regional Office,7/23/2020,,,,,,,allan.sande.md@gmail.com,Regional Office,7/23/2020,,,,,,,SANDE,ALLAN,M.,Regional Office,7/23/2020,,,,20.786585,121.840637,NAMRIA (GPS),12/31/2017,High,DOH/KMITS,Active,Regional Office,7/23/2020,Not Applicable,Regional Office,7/23/2020,,,,Approved,,With License,Regional Office,7/23/2020,15,Regional Office,7/23/2020,NHFR WEBSITE
DOH000000000002973,2973,,,,,,,,,,,,,,,,,,,,,,ITBAYAT RURAL HEATH UNIT,DMO (DOH Rep),11/19/2014,,,,,,,,,,Rural Health Unit,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NATIONAL ROAD,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,ITBAYAT,DMO (DOH Rep),11/19/2014,20902000,SAN RAFAEL (IDIANG),DMO (DOH Rep),11/19/2014,20902007,3905,DOH/KMITS,11/19/2014,,,,,,,+63 9292199152,DMO (DOH Rep),11/19/2014,,,,,,,kaypee_586@yahoo.com,DMO (DOH Rep),11/19/2014,,,,,,,PONCE,KRISTINE,GONZALES,DMO (DOH Rep),11/19/2014,Public Health Nurse,DMO (DOH Rep),11/19/2014,20.786568,121.840652,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008098,8098,,,,,,,,,,,,,,,,,,,,,,RAELE BARANGAY HEALTH STATION,DMO (DOH Rep),11/19/2014,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NATIONAL ROAD,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,ITBAYAT,DMO (DOH Rep),11/19/2014,20902000,RAELE,DMO (DOH Rep),11/19/2014,20902006,3905,DOH/KMITS,11/19/2014,,,,,,,+63 9194656542,DMO (DOH Rep),11/19/2014,,,,,,,,,,,,,,,,GARCIA,IMELDA,GONZALES,DMO (DOH Rep),11/19/2014,Rural Health Midwife,DMO (DOH Rep),11/19/2014,20.72903,121.80331,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000039133,39133,,,,,,,,,,,,,,,,,,,02-110-20-BH-1,Regional Office,08/04/2020,RURAL HEALTH UNIT AND BIRTHING HOME OF ITBAYAT,Regional Office,08/04/2020,,,,,,,,,,Birthing Home,Regional Office,08/04/2020,Government,Regional Office,08/04/2020,Local Government Unit,Regional Office,08/04/2020,,,,National Road,Regional Office,08/04/2020,Barangay San Rafael,Regional Office,08/04/2020,REGION II (CAGAYAN VALLEY),Regional Office,08/04/2020,20000000,BATANES,Regional Office,08/04/2020,20900000,ITBAYAT,Regional Office,08/04/2020,20902000,SAN RAFAEL (IDIANG),Regional Office,08/04/2020,20902007,3905,Regional Office,08/04/2020,,,,,,,9398484681,Regional Office,08/04/2020,,,,,,,rhuitbayat@gmail.com,Regional Office,08/04/2020,,,,,,,Garcia,Imelda,G.,Regional Office,08/04/2020,Other,Regional Office,08/04/2020,20.786568,121.840652,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,Regional Office,08/04/2020,,,,,,,For Approval,,With License,Regional Office,08/04/2020,1,Regional Office,08/04/2020,NHFR WEBSITE
DOH000000000004929,4929,DOH000000000008103,DOH/KMITS,11/19/2014,,,,,,,,,,,,,,,,,,,IVANA RURAL HEALTH UNIT,DMO (DOH Rep),11/19/2014,,,,,,,,,,Rural Health Unit,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NATIONAL ROAD,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,IVANA,DMO (DOH Rep),11/19/2014,20903000,RADIWAN,DMO (DOH Rep),11/19/2014,20903001,3902,DOH/KMITS,11/19/2014,,,,,,,+63 9399253693,DMO (DOH Rep),11/19/2014,,,,,,,maribel_cabuco@yahoo.com,DMO (DOH Rep),11/19/2014,,,,,,,CABUCO,MARIBEL,AGUDO,DMO (DOH Rep),11/19/2014,Public Health Nurse,DMO (DOH Rep),11/19/2014,20.368813,121.913777,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000008106,8106,,,,,,,,,,,,,,,,,,,,,,SAN VICENTE BARANGAY HEALTH STATION,DMO (DOH Rep),11/19/2014,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/19/2014,Government,DMO (DOH Rep),11/19/2014,Local Government Unit,DMO (DOH Rep),11/19/2014,,,,NATIONAL ROAD,DMO (DOH Rep),11/19/2014,,,,REGION II (CAGAYAN VALLEY),DMO (DOH Rep),11/19/2014,20000000,BATANES,DMO (DOH Rep),11/19/2014,20900000,IVANA,DMO (DOH Rep),11/19/2014,20903000,SAN VICENTE (IGANG),DMO (DOH Rep),11/19/2014,20903003,3902,DOH/KMITS,11/19/2014,,,,,,,+63 9993636230,DMO (DOH Rep),11/19/2014,,,,,,,,,,,,,,,,AGANA,MARITES,ACAYA,DMO (DOH Rep),11/19/2014,Rural Health Midwife,DMO (DOH Rep),11/19/2014,20.380775,121.920605,NAMRIA (GPS),4/27/2016,High,DOH/KMITS,Active,DMO (DOH Rep),11/19/2014,Not Applicable,DMO (DOH Rep),11/19/2014,,,,Approved,,,,,,,,NHFR WEBSITE
